nr,fusedX,fusedY,fusedZ,gyroX,gyroY,gyroZ,accX,accY,accZ,q,w,e,r,t,z,u,i,o,p,a,s,d,f,g,h,j,k,l,y,x
672,-0.7741843,0.015588139,-1.0727512,-0.4701478,-0.0127831735,-1.8064221,3.4252048,3.418471,3.1651347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,-0.75310063,-0.015017519,-1.0789541,-0.33059815,-0.53795856,-2.7108316,4.1636662,2.01098,2.2472575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,-0.7053517,-0.10527392,-1.0927116,-0.45949516,0.90654004,-4.009389,5.7351604,-0.50023854,0.24720132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,-0.61183834,-0.23525849,-1.0027899,0.40017325,2.7782097,-5.5391088,1.59798,-0.70374566,7.41185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,-0.5488566,-0.4066247,-0.89507645,1.7381454,2.183792,-6.242183,3.5818753,-0.2515408,0.4985925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,-0.44097653,-0.59710217,-0.766432,0.84651905,3.170227,-7.2616415,0.547524,-2.5227404,-7.297377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,-0.2876023,-0.67313653,-0.62642556,-0.21448433,3.2426648,-6.661897,-7.811831,0.50353056,0.6657377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,-0.03325455,-0.7766352,-0.38084352,0.6590325,1.5765914,-5.951366,-5.494543,-0.0016460137,1.5496471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,0.2723462,-0.83944696,-0.11329311,0.20416458,2.1784658,-5.0032806,-12.947693,-1.2609961,-2.168548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,0.48442596,-0.8304208,0.1343791,-0.3114234,3.045591,-2.748116,-11.749246,-1.6177322,-0.60917467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,0.58011544,-0.82003427,0.21356334,0.36715004,-0.7968178,-1.0383666,-9.060557,-0.5319617,1.5049055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,0.6186187,-0.8283564,0.22603813,0.12426975,-0.33981934,-0.5089301,-7.632416,-0.6983587,-2.5448868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,0.65420085,-0.8199195,0.24391547,-0.446712,0.3206446,-0.1605886,-6.4035916,-0.6760627,0.9876082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,0.66066206,-0.8123638,0.24245492,0.13705292,-0.44421527,0.16644756,-5.1334677,-0.44023383,1.4772224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,0.6553222,-0.82038456,0.22654958,0.06141915,-0.27696875,0.09933591,-3.9341223,-0.15322891,-0.4412813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,0.65942436,-0.8166781,0.22971933,-0.09410945,0.1257012,-0.037017938,-4.4307694,0.033518825,1.149965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,0.6629135,-0.81981647,0.23171212,0.1018992,-0.049002163,0.091879055,-4.619014,-0.02633622,0.22385786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,0.6584163,-0.825,0.22605562,-0.017410416,-0.047936898,-0.0061252704,-3.733159,0.089782566,-0.05746084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,0.6657829,-0.82381576,0.23022127,-0.042976763,0.056459013,-0.12436962,-4.1012673,0.050128598,0.7065888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,0.66992897,-0.82759535,0.232364,0.09444235,-0.054328486,-0.022104237,-4.0002623,0.124049574,0.39564183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,0.6727753,-0.8321012,0.23414248,-0.024867266,0.046871636,-0.05725796,-3.8548143,0.14320318,-0.32351652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,0.67587256,-0.8318398,0.23775876,-0.014214622,0.011717909,-0.17656758,-3.4382234,0.1683423,0.50727147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,0.6899797,-0.83046407,0.24695267,-0.05149888,-0.004261058,-0.19148128,-4.010587,0.09307459,0.63640875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,0.7013055,-0.8315033,0.25330997,0.066745475,-0.004261058,0.019441076,-4.2275615,0.037708677,0.2124854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,0.6969491,-0.83622664,0.24927756,0.057158094,-0.058589544,0.06098639,-3.1874306,-0.0034416649,0.020350715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,0.70173216,-0.8363855,0.25460818,-0.06428205,0.1470065,-0.14460965,-3.2544682,-0.033369187,0.2801216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,0.7063805,-0.8359475,0.26017413,-0.020606209,0.12676647,-0.12543489,-3.427599,-0.041000705,0.5633856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0.7140413,-0.8374191,0.266679,0.049701244,-0.008522116,-0.10839066,-3.3815107,-0.08948329,0.12808979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,0.71983004,-0.83927906,0.2699992,0.026265426,-0.03621899,-0.12117383,-3.1169512,-0.1731307,0.037708677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0.72797716,-0.83940846,0.27624592,-0.03125885,0.046871636,-0.15739281,-3.2486324,-0.1491887,-0.037708677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,0.7356107,-0.83766115,0.28111306,-0.053629406,0.07350325,-0.16911073,-3.3951275,-0.14529811,0.75611883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0.7439415,-0.83860725,0.28636327,0.16688032,-0.098004326,-0.098803274,-3.1474774,-0.20380642,0.5744588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,0.7515854,-0.8457627,0.29000297,0.11574764,-0.08948221,-0.16271915,-2.7944822,-0.2415151,-0.63416415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,0.7626304,-0.84445417,0.29687405,-0.03551991,0.004261058,-0.262854,-2.9165866,-0.26426002,0.23133974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,0.7794215,-0.84226227,0.30988222,0.028395955,0.01917476,-0.39388153,-2.857779,-0.20320787,0.43305123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,0.79280746,-0.84185076,0.3181174,0.04863598,-0.014913702,-0.36938044,-3.2005987,-0.32606035,0.2662053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,0.8133548,-0.8413626,0.33185768,0.110421315,0.004261058,-0.3853594,-3.0162451,-0.30570963,0.2901473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,0.8371329,-0.8409726,0.35182822,0.10296447,0.1470065,-0.48869005,-2.7489924,-0.31648353,0.20799628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,0.8678974,-0.8397158,0.37707767,0.111486584,0.06498113,-0.5270396,-3.2984617,-0.30570963,-0.15951368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,0.8849992,-0.83777845,0.38781086,0.04650545,-0.0010652645,-0.4514058,-3.1350574,-0.4679168,0.32366616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,0.9092823,-0.83582765,0.40468147,0.13385713,-0.018109495,-0.39281625,-3.0237272,-0.51101243,0.18001404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,0.9329171,-0.83641016,0.42142883,0.12320449,0.0053263223,-0.3821636,-2.9885623,-0.58777654,-0.37618893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,0.9512303,-0.8346183,0.437953,0.08805076,0.07350325,-0.46738476,-2.2055087,-0.5243302,0.05686229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,0.9802338,-0.8287044,0.46175048,0.10935605,0.03621899,-0.7880294,-2.1827638,-0.33758244,0.45789108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,1.0022507,-0.8251339,0.47791165,0.22546987,-0.01917476,-0.94675374,-2.2526445,-0.31857845,0.54303485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,1.0627867,-0.8186973,0.5199104,0.37673742,-0.010652645,-0.98084223,-3.5503018,-0.90994626,-1.0251672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,1.1146084,-0.80800736,0.5635969,0.3682153,0.14594123,0.12809804,-12.105832,-2.9285576,-1.2190976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,0.9573954,-0.86623013,0.46659756,0.031591747,0.9725864,7.1364727,-36.863224,-9.341127,-3.1048307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,0.17369226,-0.8620719,-0.23468883,-1.4565827,-4.7074037,17.370468,-33.384598,-39.775772,-19.822344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,-0.2636329,-0.62160873,-0.59435123,-3.870472,-4.0181775,20.696224,20.5843,-38.8959,2.4389434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,-0.6656519,-0.18684722,-0.8869741,-2.7444873,-2.3787355,8.6512785,30.829088,-9.856929,-5.2913356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,-0.7373054,-0.008768814,-0.9200269,-1.4374079,-0.680704,3.6104474,7.124097,-10.53329,3.2882864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,-0.79123133,0.09406842,-0.95867026,-0.43392882,-1.0322412,2.9052424,9.311649,-0.33653498,1.0621277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,-0.80921274,0.11978908,-0.9841035,-0.5681521,-0.6317018,0.7054714,6.48275,0.82704705,-0.2817676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,-0.7840835,0.13926362,-1.0000628,-0.7844008,-0.58483016,-0.18935075,1.295712,1.0556933,5.5445223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,-0.765608,0.1326417,-1.0258775,-0.096239984,-0.44315,-0.78057253,6.093094,0.1455974,2.5429416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,-0.74676716,0.07381102,-1.0418354,0.4576975,0.03195793,-2.7779434,9.582942,-0.24226329,1.7621324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,-0.69436896,-0.065851174,-1.0140966,0.6110956,1.4082795,-5.273858,11.817929,-0.88390934,1.8650831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,-0.67311144,-0.16249605,-0.9730917,1.5751599,2.312689,-8.223575,8.418312,-2.627786,6.580763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,-0.57129437,-0.42887703,-0.885165,2.4891567,1.7214673,-9.573265,1.8689737,-5.2636523,-3.4105403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,-0.3170469,-0.66713387,-0.65873635,0.34584475,3.5302863,-8.164986,-8.781932,-0.7661445,-1.7357962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,-0.008821782,-0.8001873,-0.38531843,0.88912964,1.2708604,-6.3796024,-12.257115,2.3463178,1.3215994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,0.23758084,-0.85870564,-0.15703432,0.4587628,1.4977617,-3.8219025,-16.20695,0.9638158,-3.757101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,0.31915602,-0.86297685,-0.08268358,0.12853082,0.5539375,-1.7062873,-11.443686,2.262371,0.073621705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,0.41101688,-0.87421453,-0.011030606,0.33625737,0.0063915867,-1.2130699,-8.969278,2.1067479,-0.3333926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,0.4780114,-0.88370997,0.04378564,0.13066134,0.30786142,-0.7411577,-8.469638,1.4393641,-1.3425486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,0.5121869,-0.8855717,0.071032405,0.066745475,-0.039414782,-0.28096348,-7.814824,1.8607436,-0.0688333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,0.5157828,-0.890833,0.06727512,0.12107396,-0.18429075,-0.05725796,-5.8644476,1.5491982,-0.19812019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,0.52485734,-0.89536345,0.07419075,-0.033389382,0.1438107,-0.29907298,-5.9346275,1.6045641,-1.316811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,0.5479438,-0.8915802,0.09865055,-0.25496438,0.2790993,-0.070041135,-7.3831196,1.8092684,-0.7565677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,0.5394149,-0.8859716,0.09911094,-0.25922543,0.109722234,0.13875069,-5.647922,1.7471687,-0.5847838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,0.53589904,-0.8796032,0.10168511,-0.3199455,0.19281286,-0.10519486,-5.184494,1.8463784,-1.0567408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,0.5465979,-0.875129,0.11233055,-0.31355393,0.27377295,-0.23941818,-5.946,1.814356,-0.3402759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,0.559566,-0.86852676,0.1252707,-0.15802532,-0.02130529,-0.11158645,-6.1004257,1.8921676,-0.37858313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,0.56430787,-0.86663413,0.12322212,-0.09304419,-0.23861924,-0.09986854,-5.5119014,2.0250456,-0.52133745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,0.57188845,-0.86509115,0.124770604,-0.10263157,-0.04261058,-0.2000034,-5.207239,1.9437925,-0.46701896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,0.5846831,-0.8637954,0.1308187,-0.0898484,-0.10120012,-0.11797804,-5.9630585,1.7919103,-0.48078564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,0.5810971,-0.86369914,0.1253577,-0.1377853,-0.26631612,-0.08175904,-4.8006735,2.022951,-0.25692776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,0.5851744,-0.86013794,0.12098768,-0.15163374,-0.1736381,-0.20746025,-4.794389,1.8077719,-0.11836334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,0.59491086,-0.8552974,0.124793604,-0.22620225,-0.078829564,-0.22876553,-4.954651,1.5269021,-0.41314942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,0.6049642,-0.8462032,0.12521665,-0.3870572,-0.3685815,-0.24580976,-4.9797897,1.3582605,-0.68010294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,0.6164247,-0.834993,0.11532613,-0.31248868,-0.57098174,-0.21811289,-5.0336595,1.2732664,0.07287352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,0.62197095,-0.83272064,0.10902761,-0.19424431,-0.6050702,-0.23941818,-4.897639,1.2141595,0.079457566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,0.6306282,-0.8262176,0.098645054,-0.27200863,-0.40266997,-0.22770028,-4.687248,1.2050316,-0.018854339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,0.6380077,-0.81429803,0.09402978,-0.35722977,-0.39414784,-0.4812332,-3.558981,1.3202527,0.59017074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,0.6693687,-0.80915767,0.09483694,-3.6618466E-4,-0.7115966,-0.58669436,-4.8542438,1.0556933,0.06943185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,0.69069386,-0.80903506,0.098320365,-0.10369683,-0.2993393,-0.38109836,-5.021988,0.9068039,-0.5377976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,0.69766426,-0.80545783,0.10157494,-0.30290127,-0.21092236,-0.28096348,-4.638766,0.713921,0.1539771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,0.7165309,-0.796376,0.10022099,-0.12074106,-0.6583334,-0.36298886,-4.8542438,0.65526307,0.8147768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,0.7345224,-0.7981908,0.08517862,0.1860551,-0.8266452,-0.22024342,-4.9558477,0.4691139,0.5931635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,0.73918986,-0.80679494,0.07012757,0.19564247,-0.50173956,-0.09241169,-4.5289316,0.58672905,0.20051439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,0.73845285,-0.8102499,0.06710309,0.025200162,-0.21837921,-0.10732539,-4.3086653,0.59989715,-0.034117375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,0.74129486,-0.81153274,0.061802164,0.003894873,-0.4516721,-0.18722022,-4.1747394,0.58418524,0.49530047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,0.7478881,-0.8130925,0.05375102,0.07739812,-0.4303668,-0.14674017,-4.348319,0.4309563,0.43544543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,0.7585036,-0.82098293,0.058092114,0.27766782,-0.109722234,-0.32037827,-4.4614453,1.5629648,0.71811086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,0.7563473,-0.8302598,0.049599398,0.17859824,-0.36751622,-0.05406217,-4.1633673,0.50592476,-0.11387422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,0.74941677,-0.8339476,0.045582302,0.11361711,-0.17576863,-0.013582122,-3.6938043,0.46462476,0.45444942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,0.746759,-0.83962005,0.046350356,0.06354968,0.17576863,0.048203215,-4.042011,0.51475334,-0.09561843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,0.73748934,-0.84232503,0.051966373,-0.0056925067,0.24607608,0.13981596,-4.010886,0.32920274,0.03127426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,0.72335625,-0.8465316,0.051227346,0.09018129,0.18002969,0.32943302,-4.186561,0.24361002,-0.23373394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,0.70034343,-0.85157514,0.043102767,0.06354968,0.16618125,0.42424157,-3.8370075,0.62698156,0.046986207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,0.68414617,-0.8534987,0.037890125,0.032657012,0.31531826,0.63409865,-3.8932712,0.38097733,0.372448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,0.6450936,-0.8565999,0.023250425,0.006025402,0.24181503,0.61598915,-3.4000657,0.23373394,0.14859015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,0.6153842,-0.858303,0.0058037057,0.047570713,-0.007456851,0.5297027,-3.510199,0.6183026,0.34685996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,0.57886016,-0.8604214,-0.01867166,0.05076651,-0.061785337,0.5989449,-3.3800142,0.28580782,0.39339727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,0.5468081,-0.8606129,-0.032754235,0.028395955,0.24501082,0.38269624,-2.6089318,-0.025887307,0.48213238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,0.53563946,-0.8620477,-0.035004012,0.10935605,0.10333065,0.29534456,-3.4876037,1.0383353,0.7718308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,0.5238443,-0.86874384,-0.043507863,0.2606236,-0.1075917,0.21864553,-3.6248214,0.6609493,0.34611177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,0.5025227,-0.8783406,-0.056374773,0.16688032,0.037284255,0.34647724,-3.2427967,0.80310506,-0.30690673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,0.48497975,-0.87738216,-0.06673031,-0.10582736,0.0628506,0.30812773,-3.2613516,0.67905545,-0.036661215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,0.47465813,-0.8751886,-0.071991235,-0.2155496,0.066046394,0.37950045,-3.1560068,0.55096567,0.18360534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,0.45368594,-0.8680159,-0.0835706,-0.29544443,0.05539375,0.44554684,-3.3038487,0.6792051,-0.17357962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,0.42649543,-0.85591847,-0.10016653,-0.5148889,-0.013848438,0.48389637,-2.9352913,0.5781997,-0.6630442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,0.4008057,-0.83377826,-0.11825557,-0.81635875,-0.098004326,0.49241847,-2.9170356,0.76075757,-0.76659346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,0.38595733,-0.80042666,-0.13486437,-0.94205993,-0.20026971,0.3784352,-2.434604,0.24600422,0.6998551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,0.37670395,-0.7863935,-0.14444014,-0.47547412,-0.10120012,0.36139095,-2.22152,0.3131915,1.2741642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,0.35730502,-0.7758776,-0.15879586,0.045440186,-0.04261058,0.26338664,-2.122759,0.54647654,1.0151415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,0.34695154,-0.7811749,-0.1668675,0.3085605,-0.030892668,0.22077605,-2.8112416,0.7887398,0.705691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,0.32511678,-0.79416436,-0.18183237,0.40976062,-0.094808534,0.309193,-2.5083752,0.9192238,-0.20530279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,0.3035231,-0.804135,-0.19375674,0.233992,0.05006743,0.22077605,-2.1077952,0.89932203,-0.47105917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,0.29989898,-0.80606747,-0.19280252,-0.14204635,0.3387541,0.18988338,-2.8067527,0.40521863,-0.6955156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,0.28868252,-0.7973879,-0.18707438,-0.27094334,0.4729774,0.4679174,-2.8799253,0.6597522,0.008529344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,0.26653445,-0.78913444,-0.18909246,-0.07493469,0.33981934,0.4530037,-2.3340473,0.8249521,0.645387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,0.24478781,-0.7891102,-0.18966065,0.15516242,0.42930156,0.33156356,-1.9776106,0.93014735,0.7023989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,0.23428904,-0.7961983,-0.18702364,0.20736037,0.20879182,0.04181163,-1.8917186,1.2313678,0.17612346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,0.23607089,-0.7999311,-0.18591976,0.10935605,-0.10013486,-0.09454222,-2.169895,0.8972271,-0.011671733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,0.23712818,-0.8031464,-0.19033742,0.041179128,-0.20240024,-0.040213734,-1.9915268,0.86011696,0.28520927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0.23757324,-0.80747044,-0.19382973,0.097638145,-0.047936898,-0.12756541,-1.7085621,0.61052144,-0.06584055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,0.24531521,-0.8102716,-0.18143922,-0.028063059,0.27057716,-0.15419702,-2.274791,0.7731775,-0.47375265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,0.2489086,-0.8105731,-0.17384315,-0.022736738,0.25992453,-0.060453758,-2.3693619,0.84021515,0.14754269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,0.25179666,-0.81365395,-0.16606978,0.068876006,0.08628642,-0.10199907,-2.0681415,0.7839514,-0.3760393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,0.25766993,-0.81535625,-0.16026378,-0.0568252,0.05965481,-0.12436962,-2.0896893,0.85458034,-0.13542204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,0.2662235,-0.8138048,-0.15294287,-0.03125885,0.10013486,-0.11691277,-1.9627964,0.6971616,0.4918588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,0.27234414,-0.816633,-0.14418708,0.068876006,0.19813919,-0.048735846,-2.3315036,0.6013935,0.035763387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,0.2751926,-0.8181912,-0.14081246,0.043309655,0.098004326,-0.02530003,-2.0874445,0.6815993,-0.007930793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,0.27851325,-0.82101375,-0.13728356,0.081659175,0.07137272,-0.043409526,-2.1221604,0.66723406,-0.028281508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
